Date,Power_kW,Holiday,Temperature [Cº],HR,Wind Speed [m/s],Wind Gust [m/s],Pressure [mbar],Solar Radiation [w/m2],rain_mm/h,Rain Day
2017-01-01 00:00:00,117.823342,1,8.72,74.6,2.138,3.7739999999999996,1029.0,1.163,0.0,0.0
2017-01-01 01:00:00,119.1906989,1,8.21,75.0,2.0340000000000003,3.2710000000000004,1029.0,1.357,0.0,0.0
2017-01-01 02:00:00,117.9729915,1,7.58,79.2,3.04,3.522,1028.0,2.6039999999999996,0.0,0.0
2017-01-01 03:00:00,116.4132879,1,6.968,81.2,4.046,5.032,1028.0,1.44,0.0,0.0
2017-01-01 04:00:00,116.17238359999999,1,6.797000000000001,80.8,3.522,4.277,1028.0,1.7730000000000001,0.0,0.0
2017-01-01 05:00:00,114.8782817,1,6.1610000000000005,81.7,5.22,7.04,1028.0,0.38799999999999996,0.0,0.0
2017-01-01 06:00:00,116.12822129999999,1,5.8020000000000005,80.5,4.864,6.541,1027.0,0.997,0.0,0.0
2017-01-01 07:00:00,116.1114773,1,5.525,80.5,3.5639999999999996,5.2829999999999995,1027.0,1.1909999999999998,0.0,0.0
2017-01-01 08:00:00,112.4997965,1,5.3870000000000005,80.6,2.222,3.0189999999999997,1027.0,4.627,0.0,0.0
2017-01-01 09:00:00,112.9510473,1,5.407,80.6,2.8089999999999997,4.025,1027.0,38.79,0.0,0.0
2017-01-01 10:00:00,112.74865420000002,1,5.62,80.5,4.822,6.037999999999999,1027.0,176.4,0.0,0.0
2017-01-01 11:00:00,112.3430308,1,6.206,78.4,3.522,4.78,1027.0,159.3,0.0,0.0
2017-01-01 12:00:00,113.6214352,1,7.25,75.1,3.6060000000000003,4.277,1026.0,270.5,0.0,0.0
2017-01-01 13:00:00,113.8309445,1,7.82,76.1,1.824,2.516,1024.0,208.4,0.0,0.0
2017-01-01 14:00:00,114.5270763,1,9.28,71.5,1.5719999999999998,2.013,1023.0,186.7,0.0,0.0
2017-01-01 15:00:00,114.30961359999999,1,10.1,68.96,1.321,1.761,1023.0,147.7,0.0,0.0
2017-01-01 16:00:00,117.1276288,1,9.78,71.8,0.0,0.0,1022.0,76.4,0.0,0.0
2017-01-01 17:00:00,116.887771,1,9.26,75.1,1.9709999999999999,2.516,1022.0,18.42,0.0,0.0
2017-01-01 18:00:00,118.34512690000001,1,8.87,76.6,2.6,3.0189999999999997,1022.0,3.324,0.0,0.0
2017-01-01 19:00:00,117.9116666,1,8.9,75.8,1.761,3.0189999999999997,1021.0,0.5539999999999999,0.0,0.0
2017-01-01 20:00:00,125.8803455,1,9.26,76.1,2.5580000000000003,3.2710000000000004,1020.0,0.997,0.0,0.0
2017-01-01 21:00:00,126.03020430000001,1,9.21,77.8,0.7340000000000001,1.761,1020.0,1.4409999999999998,0.0,0.0
2017-01-01 22:00:00,125.65388290000001,1,9.51,78.0,1.321,2.013,1019.0,1.496,0.0,0.0
2017-01-01 23:00:00,126.1955513,1,10.09,78.4,1.551,2.2640000000000002,1018.0,1.745,0.0,0.0
2017-01-02 00:00:00,126.10325,0,9.64,81.4,1.53,2.516,1018.0,1.496,0.0,0.0
2017-01-02 01:00:00,128.5286184,0,9.57,84.7,2.7460000000000004,3.2710000000000004,1017.0,1.136,0.0,0.0
2017-01-02 02:00:00,125.86925259999998,0,9.97,85.2,4.57,5.032,1015.0,2.521,0.0,0.0
2017-01-02 03:00:00,126.8868692,0,9.8,86.1,6.017,7.3,1015.0,1.329,0.0,0.0
2017-01-02 04:00:00,127.19872620000001,0,9.83,87.3,5.157,7.04,1014.0,2.52,0.0,0.0
2017-01-02 05:00:00,126.4075722,0,9.84,86.2,5.43,7.8,1014.0,1.163,0.0,0.0
2017-01-02 06:00:00,139.113338,0,10.43,82.8,7.23,9.06,1013.0,1.025,0.0,0.0
2017-01-02 07:00:00,161.108675,0,10.39,82.2,9.18,12.58,1013.0,1.08,0.0,0.0
2017-01-02 08:00:00,207.56887969999997,0,10.16,81.8,8.43,10.82,1013.0,1.495,0.0,0.0
2017-01-02 09:00:00,298.6870068,0,10.15,80.1,8.05,11.82,1013.0,31.38,0.0,0.0
2017-01-02 10:00:00,336.420448,0,10.75,78.2,7.0,8.81,1014.0,59.38,0.0,0.0
2017-01-02 11:00:00,344.547567,0,11.21,76.7,7.99,10.06,1014.0,53.12,0.0,0.0
2017-01-02 12:00:00,317.6479124,0,12.36,73.3,8.68,10.06,1013.0,107.6,0.0,0.0
2017-01-02 13:00:00,319.1310122,0,12.86,73.2,5.115,6.541,1013.0,25.12,0.0,0.0
2017-01-02 14:00:00,335.5880619,0,13.96,68.63,5.074,7.55,1012.0,8.81,0.4,0.4
2017-01-02 15:00:00,333.67589710000004,0,12.69,79.6,5.891,7.55,1013.0,22.6,1.0,1.4
2017-01-02 16:00:00,310.4942477,0,13.42,75.4,6.877000000000001,10.31,1012.0,34.28,1.1,2.5
2017-01-02 17:00:00,263.5074442,0,13.11,78.0,8.91,13.08,1012.0,3.988,1.6,4.0
2017-01-02 18:00:00,205.6567149,0,13.99,75.0,7.4,10.82,1013.0,5.567,0.3,4.3
2017-01-02 19:00:00,172.14171519999996,0,13.49,78.5,8.09,13.08,1014.0,1.44,0.0,4.3
2017-01-02 20:00:00,142.1375137,0,13.65,79.2,7.23,11.07,1015.0,2.437,0.7,5.0
2017-01-02 21:00:00,135.6644926,0,13.26,83.8,7.95,9.81,1015.0,1.135,1.6,6.6
2017-01-02 22:00:00,133.9245817,0,13.71,81.9,5.765,7.3,1016.0,1.883,0.0,6.6
2017-01-02 23:00:00,132.54173659999998,0,14.06,84.6,6.688,12.33,1016.0,1.4680000000000002,0.3,6.9
2017-01-03 00:00:00,134.0449292,0,14.36,83.0,8.11,9.81,1017.0,2.1319999999999997,0.3,7.2
2017-01-03 01:00:00,133.26549599999998,0,14.24,83.8,5.744,7.3,1017.0,4.126,0.1,0.1
2017-01-03 02:00:00,129.9405562,0,14.32,83.8,4.298,5.535,1017.0,1.6340000000000001,0.0,0.1
2017-01-03 03:00:00,129.0342872,0,12.83,87.8,5.053,6.792999999999999,1018.0,2.021,0.3,0.4
2017-01-03 04:00:00,129.5125377,0,13.97,88.8,4.78,6.037999999999999,1018.0,0.249,0.2,0.6
2017-01-03 05:00:00,132.7612923,0,14.77,85.5,7.84,10.06,1018.0,0.997,0.5,1.1
2017-01-03 06:00:00,145.9055416,0,14.86,84.5,4.7589999999999995,5.535,1018.0,0.44299999999999995,0.0,1.1
2017-01-03 07:00:00,172.62561680000002,0,14.85,83.9,4.256,6.037999999999999,1019.0,0.0,0.0,1.1
2017-01-03 08:00:00,225.1266381,0,14.99,84.6,4.088,5.2829999999999995,1020.0,2.298,0.0,1.1
2017-01-03 09:00:00,294.22598660000006,0,15.13,83.3,5.682,6.792999999999999,1021.0,68.05,0.0,1.1
2017-01-03 10:00:00,323.57277680000004,0,15.64,81.7,2.2640000000000002,3.2710000000000004,1022.0,205.5,0.0,1.1
2017-01-03 11:00:00,327.5505233,0,15.86,78.6,2.495,4.277,1023.0,156.1,0.0,1.1
2017-01-03 12:00:00,303.585464,0,16.08,74.0,5.912000000000001,6.792999999999999,1023.0,291.8,0.0,1.1
2017-01-03 13:00:00,291.0075805,0,16.5,70.1,6.206,8.81,1022.0,319.2,0.0,1.1
2017-01-03 14:00:00,301.15779330000004,0,16.48,74.4,5.409,6.792999999999999,1022.0,247.0,0.0,1.1
2017-01-03 15:00:00,296.42677610000004,0,16.33,71.0,6.352,7.3,1023.0,195.3,0.0,1.1
2017-01-03 16:00:00,276.0072588,0,16.05,67.79,6.751,8.55,1023.0,105.7,0.0,1.1
2017-01-03 17:00:00,245.6229685,0,15.34,75.2,6.394,7.04,1024.0,29.18,0.0,1.1
2017-01-03 18:00:00,197.74622140000002,0,15.28,76.6,3.753,4.277,1024.0,1.495,0.0,1.1
2017-01-03 19:00:00,166.4698945,0,15.02,80.7,1.761,2.767,1025.0,1.329,0.0,1.1
2017-01-03 20:00:00,138.3177887,0,15.05,82.7,1.1740000000000002,2.2640000000000002,1025.0,0.748,0.0,1.1
2017-01-03 21:00:00,127.9233228,0,14.99,82.4,2.8089999999999997,3.522,1025.0,0.8029999999999999,0.0,1.1
2017-01-03 22:00:00,127.3550733,0,15.02,82.0,1.3840000000000001,2.013,1026.0,0.332,0.0,1.1
2017-01-03 23:00:00,125.63525520000002,0,14.94,82.4,2.9139999999999997,4.025,1026.0,0.748,0.0,1.1
2017-01-04 00:00:00,128.3034116,0,14.35,84.6,1.153,2.013,1027.0,0.581,0.0,0.0
2017-01-04 01:00:00,123.67557930000001,0,13.26,87.9,1.6980000000000002,2.2640000000000002,1026.0,0.415,0.0,0.0
2017-01-04 02:00:00,122.8063564,0,13.06,89.5,1.3419999999999999,1.761,1026.0,0.6920000000000001,0.0,0.0
2017-01-04 03:00:00,125.3307237,0,12.44,90.2,2.2640000000000002,3.0189999999999997,1027.0,0.47100000000000003,0.0,0.0
2017-01-04 04:00:00,134.04262690000002,0,11.74,91.1,3.103,3.7739999999999996,1027.0,1.274,0.0,0.0
2017-01-04 05:00:00,134.546412,0,11.67,91.4,2.9560000000000004,3.7739999999999996,1026.0,1.745,0.0,0.0
2017-01-04 06:00:00,151.91873059999998,0,11.56,91.5,2.1590000000000003,2.516,1027.0,1.662,0.0,0.0
2017-01-04 07:00:00,185.6894949,0,11.58,91.7,1.405,2.013,1027.0,3.2960000000000003,0.0,0.0
2017-01-04 08:00:00,238.71104530000002,0,11.46,91.9,1.3,1.5090000000000001,1028.0,9.03,0.0,0.0
2017-01-04 09:00:00,309.6116296,0,11.43,92.0,1.237,1.5090000000000001,1028.0,33.87,0.0,0.0
2017-01-04 10:00:00,378.0956361,0,11.82,91.9,0.0,0.0,1029.0,114.5,0.0,0.0
2017-01-04 11:00:00,357.9109534,0,11.91,91.8,1.551,2.013,1029.0,242.8,0.0,0.0
2017-01-04 12:00:00,300.78461139999996,0,12.84,90.9,1.635,2.013,1028.0,405.6,0.0,0.0
2017-01-04 13:00:00,288.70276889999997,0,13.81,85.3,1.069,1.5090000000000001,1027.0,341.6,0.0,0.0
2017-01-04 14:00:00,306.65024389999996,0,14.22,82.9,1.95,2.516,1027.0,115.7,0.0,0.0
2017-01-04 15:00:00,310.2757385,0,14.14,84.2,2.013,2.516,1027.0,142.1,0.0,0.0
2017-01-04 16:00:00,312.0401375,0,13.9,85.8,1.8030000000000002,2.2640000000000002,1027.0,64.01,0.0,0.0
2017-01-04 17:00:00,276.8632958,0,13.77,86.6,1.992,2.2640000000000002,1027.0,14.7,0.0,0.0
2017-01-04 18:00:00,223.9129074,0,13.58,87.0,2.013,2.2640000000000002,1027.0,0.664,0.0,0.0
2017-01-04 19:00:00,188.70488,0,13.55,87.7,1.656,2.013,1028.0,0.665,0.0,0.0
2017-01-04 20:00:00,160.4133804,0,13.24,88.6,1.95,2.767,1028.0,0.5539999999999999,0.0,0.0
2017-01-04 21:00:00,151.5851064,0,12.97,89.9,1.9080000000000001,2.2640000000000002,1028.0,0.748,0.0,0.0
2017-01-04 22:00:00,149.722755,0,12.7,90.1,1.5719999999999998,2.013,1028.0,0.6920000000000001,0.0,0.0
2017-01-04 23:00:00,147.83926430000002,0,12.23,90.9,0.0,0.0,1028.0,1.7169999999999999,0.0,0.0
2017-01-05 00:00:00,145.1552011,1,11.87,91.4,1.3419999999999999,1.5090000000000001,1028.0,1.1079999999999999,0.0,0.0
2017-01-05 01:00:00,144.6811366,1,11.81,91.8,0.0,0.0,1027.0,0.665,0.0,0.0
2017-01-05 02:00:00,144.8464836,1,11.49,92.0,1.1320000000000001,1.5090000000000001,1027.0,1.689,0.0,0.0
2017-01-05 03:00:00,141.0818045,1,11.17,92.3,1.656,2.013,1027.0,1.689,0.0,0.0
2017-01-05 04:00:00,126.3399683,1,10.62,93.2,2.5580000000000003,3.0189999999999997,1027.0,1.412,0.0,0.0
2017-01-05 05:00:00,131.7221178,1,10.71,93.6,1.53,2.013,1027.0,1.052,0.0,0.0
2017-01-05 06:00:00,143.43412719999998,1,10.06,94.8,1.992,2.516,1026.0,1.966,0.1,0.1
2017-01-05 07:00:00,172.1500872,1,9.55,95.2,2.369,3.0189999999999997,1026.0,0.305,0.0,0.1
2017-01-05 08:00:00,243.33929619999998,1,9.11,95.5,1.929,3.0189999999999997,1027.0,0.748,0.0,0.1
2017-01-05 09:00:00,306.1259474,1,8.67,95.8,2.642,3.0189999999999997,1027.0,35.21,0.0,0.1
2017-01-05 10:00:00,319.2626619,1,9.11,95.6,1.405,2.767,1027.0,92.2,0.0,0.1
2017-01-05 11:00:00,319.23231339999995,1,9.24,95.5,1.3630000000000002,1.5090000000000001,1028.0,181.0,0.0,0.1
2017-01-05 12:00:00,297.469718,1,9.74,95.2,2.369,2.767,1027.0,181.9,0.0,0.1
2017-01-05 13:00:00,298.30461569999994,1,9.86,95.2,1.3630000000000002,2.013,1027.0,321.2,0.0,0.1
2017-01-05 14:00:00,315.34331010000005,1,11.03,94.9,1.237,1.761,1026.0,362.2,0.0,0.1
2017-01-05 15:00:00,314.1534396,1,9.99,95.2,3.187,4.025,1026.0,179.2,0.0,0.1
2017-01-05 16:00:00,304.8477523,1,9.97,94.8,1.9080000000000001,2.767,1026.0,94.1,0.0,0.1
2017-01-05 17:00:00,272.1588597,1,9.88,94.9,2.9560000000000004,3.522,1026.0,22.35,0.0,0.1
2017-01-05 18:00:00,205.86245680000002,1,10.02,95.0,1.9709999999999999,2.767,1026.0,0.831,0.0,0.1
2017-01-05 19:00:00,174.36489980000002,1,9.98,95.1,1.74,2.516,1026.0,1.1909999999999998,0.0,0.1
2017-01-05 20:00:00,145.31929230000003,1,9.68,95.4,1.5719999999999998,1.761,1026.0,1.025,0.0,0.1
2017-01-05 21:00:00,132.0946718,1,9.88,95.4,1.426,2.013,1026.0,0.9420000000000001,0.0,0.1
2017-01-05 22:00:00,132.2568793,1,9.38,95.7,2.7039999999999997,3.2710000000000004,1026.0,0.222,0.0,0.1
2017-01-05 23:00:00,130.12411229999998,1,9.12,95.8,2.8089999999999997,3.7739999999999996,1026.0,1.163,0.0,0.1
2017-01-06 00:00:00,132.6275496,0,9.3,95.8,2.2640000000000002,2.767,1026.0,0.8029999999999999,0.1,0.2
2017-01-06 01:00:00,132.3874825,0,9.45,95.7,2.0340000000000003,2.2640000000000002,1026.0,0.0,0.0,0.0
2017-01-06 02:00:00,129.7678837,0,9.14,96.0,2.18,2.516,1026.0,1.413,0.0,0.0
2017-01-06 03:00:00,129.9788581,0,8.83,96.2,2.411,3.2710000000000004,1026.0,0.499,0.0,0.0
2017-01-06 04:00:00,127.9710432,0,8.2,96.6,3.312,4.277,1026.0,0.305,0.0,0.0
2017-01-06 05:00:00,123.74925290000002,0,8.35,96.6,1.5930000000000002,2.516,1026.0,1.939,0.0,0.0
2017-01-06 06:00:00,141.12910630000002,0,8.28,96.6,4.256,6.037999999999999,1026.0,0.111,0.0,0.0
2017-01-06 07:00:00,178.76396719999997,0,8.05,96.7,4.5280000000000005,6.289,1027.0,1.025,0.0,0.0
2017-01-06 08:00:00,247.67766659999998,0,7.8,96.9,5.074,6.037999999999999,1027.0,3.435,0.0,0.0
2017-01-06 09:00:00,318.72162139999995,0,7.08,97.3,6.499,7.3,1027.0,34.13,0.0,0.0
2017-01-06 10:00:00,337.0563014,0,7.11,97.4,4.1930000000000005,5.535,1028.0,85.0,0.1,0.1
2017-01-06 11:00:00,343.59504269999996,0,7.47,97.1,3.585,4.277,1028.0,178.6,0.0,0.1
2017-01-06 12:00:00,308.0086009,0,7.66,97.1,1.3,2.013,1028.0,260.9,0.0,0.1
2017-01-06 13:00:00,294.96418769999997,0,8.11,97.0,2.013,3.7739999999999996,1027.0,282.4,0.0,0.1
2017-01-06 14:00:00,295.3047188,0,9.65,86.5,0.8390000000000001,1.5090000000000001,1026.0,422.6,0.0,0.1
2017-01-06 15:00:00,291.7457816,0,12.02,72.9,3.2710000000000004,3.7739999999999996,1026.0,324.7,0.0,0.1
2017-01-06 16:00:00,277.6077759,0,12.93,69.92,1.111,1.761,1026.0,192.1,0.0,0.1
2017-01-06 17:00:00,240.50579280000002,0,12.45,73.0,2.138,2.767,1026.0,48.11,0.0,0.1
2017-01-06 18:00:00,202.84497869999998,0,12.27,72.2,3.795,4.277,1026.0,1.163,0.0,0.1
2017-01-06 19:00:00,172.0422977,0,12.53,69.42,3.1660000000000004,3.522,1027.0,0.665,0.0,0.1
2017-01-06 20:00:00,150.24160969999997,0,12.75,66.19,4.5280000000000005,5.032,1027.0,0.609,0.0,0.1
2017-01-06 21:00:00,139.5354961,0,11.72,68.25,4.7589999999999995,5.2829999999999995,1027.0,0.8029999999999999,0.0,0.1
2017-01-06 22:00:00,133.1660785,0,10.74,67.25,4.172,5.032,1028.0,0.526,0.0,0.1
2017-01-06 23:00:00,131.714583,0,9.91,73.2,4.612,5.032,1028.0,0.47100000000000003,0.0,0.1
2017-01-07 00:00:00,136.78320109999999,0,9.55,70.5,3.6060000000000003,4.277,1029.0,1.607,0.0,0.1
2017-01-07 01:00:00,135.0504064,0,9.35,72.0,3.333,3.7739999999999996,1028.0,0.637,0.0,0.0
2017-01-07 02:00:00,134.80259519999998,0,9.09,74.6,4.235,5.2829999999999995,1028.0,0.249,0.0,0.0
2017-01-07 03:00:00,133.78937390000002,0,8.59,77.7,3.04,4.277,1028.0,1.357,0.0,0.0
2017-01-07 04:00:00,131.961557,0,8.05,80.4,3.25,3.7739999999999996,1028.0,0.9420000000000001,0.0,0.0
2017-01-07 05:00:00,131.39100520000002,0,7.53,79.7,4.34,6.037999999999999,1029.0,1.025,0.0,0.0
2017-01-07 06:00:00,134.3586699,0,7.33,78.9,4.612,5.535,1029.0,0.7759999999999999,0.0,0.0
2017-01-07 07:00:00,134.9047336,0,7.28,78.1,3.795,5.2829999999999995,1029.0,1.025,0.0,0.0
2017-01-07 08:00:00,141.35766189999998,0,7.01,78.6,5.43,6.037999999999999,1030.0,6.704,0.0,0.0
2017-01-07 09:00:00,136.11532480000002,0,7.75,74.4,2.306,3.7739999999999996,1030.0,120.2,0.0,0.0
2017-01-07 10:00:00,135.0024767,0,8.39,70.3,2.5580000000000003,4.025,1031.0,261.3,0.0,0.0
2017-01-07 11:00:00,131.50046909999998,0,9.55,63.38,3.5010000000000003,4.78,1031.0,377.9,0.0,0.0
2017-01-07 12:00:00,132.31066940000002,0,10.41,60.78,3.5639999999999996,4.5280000000000005,1030.0,447.5,0.0,0.0
2017-01-07 13:00:00,138.20037140000002,0,11.19,61.15,2.767,3.2710000000000004,1029.0,464.1,0.0,0.0
2017-01-07 14:00:00,139.8241208,0,11.89,59.62,3.4589999999999996,4.5280000000000005,1028.0,424.7,0.0,0.0
2017-01-07 15:00:00,143.311896,0,13.41,57.14,0.6920000000000001,1.258,1028.0,330.9,0.0,0.0
2017-01-07 16:00:00,161.72171469999998,0,14.1,55.74,0.6920000000000001,1.006,1029.0,200.6,0.0,0.0
2017-01-07 17:00:00,193.72347539999998,0,12.42,61.76,1.4680000000000002,1.761,1029.0,24.31,0.0,0.0
2017-01-07 18:00:00,193.56545390000002,0,12.1,65.74,2.935,3.522,1029.0,0.914,0.0,0.0
2017-01-07 19:00:00,144.2100023,0,11.95,67.83,3.585,4.277,1029.0,1.551,0.0,0.0
2017-01-07 20:00:00,140.96375930000002,0,12.08,65.11,2.8089999999999997,3.0189999999999997,1029.0,0.27699999999999997,0.0,0.0
2017-01-07 21:00:00,139.1652444,0,11.37,70.3,0.5870000000000001,1.5090000000000001,1030.0,0.5539999999999999,0.0,0.0
2017-01-07 22:00:00,138.12879080000002,0,11.58,64.23,2.977,3.0189999999999997,1029.0,1.4680000000000002,0.0,0.0
2017-01-07 23:00:00,136.4397398,0,10.79,64.62,3.585,3.7739999999999996,1030.0,0.138,0.0,0.0
2017-01-08 00:00:00,135.91607119999998,0,9.98,67.26,3.4589999999999996,3.7739999999999996,1030.0,0.5820000000000001,0.0,0.0
2017-01-08 01:00:00,134.1803463,0,9.58,67.93,4.864,5.2829999999999995,1029.0,0.41600000000000004,0.0,0.0
2017-01-08 02:00:00,133.3730762,0,9.11,66.36,4.298,5.032,1029.0,0.38799999999999996,0.0,0.0
2017-01-08 03:00:00,132.4358308,0,7.92,74.6,2.6210000000000004,3.522,1029.0,0.44299999999999995,0.0,0.0
2017-01-08 04:00:00,129.6441874,0,7.23,79.8,2.767,3.7739999999999996,1029.0,0.637,0.0,0.0
2017-01-08 05:00:00,129.70111699999998,0,6.825,77.9,3.4589999999999996,4.025,1029.0,0.0,0.0,0.0
2017-01-08 06:00:00,129.1429139,0,6.646,78.3,3.795,4.277,1029.0,0.526,0.0,0.0
2017-01-08 07:00:00,127.7075345,0,6.371,80.4,4.487,5.032,1029.0,0.526,0.0,0.0
2017-01-08 08:00:00,126.86845079999999,0,6.181,81.7,3.9619999999999997,4.277,1030.0,9.34,0.0,0.0
2017-01-08 09:00:00,128.02587979999998,0,6.879,75.3,2.055,2.2640000000000002,1031.0,76.9,0.0,0.0
2017-01-08 10:00:00,128.6361986,0,7.67,72.5,3.3539999999999996,4.025,1031.0,301.8,0.0,0.0
2017-01-08 11:00:00,128.1123207,0,8.49,70.4,3.438,4.277,1031.0,408.4,0.0,0.0
2017-01-08 12:00:00,130.4298996,0,9.58,65.88,1.6769999999999998,2.767,1031.0,398.5,0.0,0.0
2017-01-08 13:00:00,129.5571186,0,10.86,59.99,3.8989999999999996,4.5280000000000005,1029.0,473.3,0.0,0.0
2017-01-08 14:00:00,130.5619679,0,12.45,54.69,1.4680000000000002,2.013,1029.0,423.8,0.0,0.0
2017-01-08 15:00:00,130.9977305,0,12.36,54.57,3.7319999999999998,4.277,1028.0,328.1,0.0,0.0
2017-01-08 16:00:00,132.597829,0,13.08,53.26,2.306,3.0189999999999997,1029.0,179.9,0.0,0.0
2017-01-08 17:00:00,134.1713464,0,12.1,53.96,1.614,2.013,1029.0,42.87,0.0,0.0
2017-01-08 18:00:00,139.52691480000001,0,11.53,54.75,2.8089999999999997,3.2710000000000004,1029.0,0.27699999999999997,0.0,0.0
2017-01-08 19:00:00,145.5516153,0,11.38,56.81,1.8869999999999998,2.516,1029.0,0.222,0.0,0.0
2017-01-08 20:00:00,142.4209059,0,10.41,61.53,3.8160000000000003,5.2829999999999995,1029.0,0.305,0.0,0.0
2017-01-08 21:00:00,140.86622549999998,0,10.13,60.67,3.0189999999999997,3.522,1029.0,0.138,0.0,0.0
2017-01-08 22:00:00,139.2521039,0,9.93,52.1,2.7460000000000004,3.2710000000000004,1029.0,0.305,0.0,0.0
2017-01-08 23:00:00,141.4769629,0,9.71,45.52,3.0189999999999997,3.7739999999999996,1029.0,0.19399999999999998,0.0,0.0
2017-01-09 00:00:00,141.46607930000002,0,9.08,48.51,2.5580000000000003,3.0189999999999997,1029.0,0.222,0.0,0.0
2017-01-09 01:00:00,142.21725700000002,0,9.0,50.61,2.013,2.2640000000000002,1028.0,0.19399999999999998,0.0,0.0
2017-01-09 02:00:00,139.1288262,0,8.79,53.85,1.3630000000000002,1.761,1028.0,0.166,0.0,0.0
2017-01-09 03:00:00,143.9372844,0,9.6,46.13,2.7460000000000004,3.0189999999999997,1028.0,0.249,0.0,0.0
2017-01-09 04:00:00,142.8832496,0,8.06,60.94,0.273,1.006,1028.0,0.38799999999999996,0.0,0.0
2017-01-09 05:00:00,147.16029509999998,0,7.59,55.79,1.929,2.013,1028.0,0.44299999999999995,0.0,0.0
2017-01-09 06:00:00,150.72906940000001,0,8.21,54.66,3.145,3.522,1028.0,0.027999999999999997,0.0,0.0
2017-01-09 07:00:00,185.5482174,0,6.926,62.75,1.719,2.013,1028.0,0.305,0.0,0.0
2017-01-09 08:00:00,271.72707379999997,0,5.769,82.1,0.084,1.006,1029.0,7.12,0.0,0.0
2017-01-09 09:00:00,362.27464910000003,0,7.64,66.3,0.042,0.503,1029.0,125.0,0.0,0.0
2017-01-09 10:00:00,369.74519399999997,0,7.38,72.2,0.8390000000000001,1.5090000000000001,1030.0,266.7,0.0,0.0
2017-01-09 11:00:00,382.3906814,0,8.45,62.71,1.53,2.013,1030.0,384.8,0.0,0.0
2017-01-09 12:00:00,342.42526499999997,0,10.77,52.27,1.74,2.013,1029.0,457.2,0.0,0.0
2017-01-09 13:00:00,333.8182211,0,13.37,40.24,1.09,2.2640000000000002,1028.0,476.0,0.0,0.0
2017-01-09 14:00:00,338.8472815,0,14.21,37.69,1.824,2.2640000000000002,1027.0,437.7,0.0,0.0
2017-01-09 15:00:00,352.7805918,0,16.51,34.59,0.0,0.0,1027.0,340.3,0.0,0.0
2017-01-09 16:00:00,342.5922864,0,16.95,35.05,0.6920000000000001,0.755,1027.0,203.0,0.0,0.0
2017-01-09 17:00:00,300.6267992,0,15.58,43.11,3.6060000000000003,4.78,1027.0,60.08,0.0,0.0
2017-01-09 18:00:00,243.9088015,0,14.11,43.28,3.3539999999999996,4.277,1027.0,0.083,0.0,0.0
2017-01-09 19:00:00,204.8843979,0,13.27,43.73,7.4,9.31,1027.0,0.138,0.0,0.0
2017-01-09 20:00:00,146.0824001,0,13.59,35.47,6.185,7.3,1028.0,0.19399999999999998,0.0,0.0
2017-01-09 21:00:00,136.45020480000002,0,12.06,49.46,6.52,7.55,1027.0,0.166,0.0,0.0
2017-01-09 22:00:00,140.421463,0,11.35,52.82,1.5090000000000001,2.013,1028.0,0.138,0.0,0.0
2017-01-09 23:00:00,145.5509874,0,11.66,56.84,5.891,7.04,1027.0,0.138,0.0,0.0
2017-01-10 00:00:00,145.2112935,0,12.1,46.32,7.51,9.06,1027.0,0.138,0.0,0.0
2017-01-10 01:00:00,143.18715319999998,0,11.87,58.15,7.44,8.55,1027.0,0.055,0.0,0.0
2017-01-10 02:00:00,143.3638024,0,11.6,72.0,6.436,7.55,1027.0,0.36,0.0,0.0
2017-01-10 03:00:00,144.0616086,0,11.39,74.0,5.535,7.04,1027.0,0.166,0.0,0.0
2017-01-10 04:00:00,140.9643872,0,11.33,76.0,4.78,5.535,1027.0,0.36,0.0,0.0
2017-01-10 05:00:00,144.7215315,0,11.39,74.1,3.1239999999999997,4.277,1026.0,0.609,0.0,0.0
2017-01-10 06:00:00,156.92853540000002,0,10.97,75.6,3.04,4.277,1026.0,0.332,0.0,0.0
2017-01-10 07:00:00,191.373455,0,11.64,72.3,2.327,3.0189999999999997,1026.0,0.498,0.0,0.0
2017-01-10 08:00:00,265.1297285,0,12.13,70.3,11.91,15.6,1026.0,4.348,0.0,0.0
2017-01-10 09:00:00,342.2329183,0,12.09,71.2,7.65,9.31,1027.0,98.3,0.0,0.0
2017-01-10 10:00:00,363.7020751,0,12.39,70.1,5.996,8.3,1027.0,99.5,0.0,0.0
2017-01-10 11:00:00,365.230593,0,13.23,66.09,3.8369999999999997,5.032,1027.0,284.9,0.0,0.0
2017-01-10 12:00:00,340.6564707,0,14.0,64.89,8.07,9.56,1026.0,507.6,0.0,0.0
2017-01-10 13:00:00,339.465763,0,14.19,63.77,9.64,10.82,1025.0,311.0,0.0,0.0
2017-01-10 14:00:00,343.13855939999996,0,14.5,61.02,8.09,9.81,1024.0,250.8,0.0,0.0
2017-01-10 15:00:00,344.0038056,0,14.08,59.6,11.11,13.08,1023.0,221.8,0.0,0.0
2017-01-10 16:00:00,343.097118,0,13.49,66.42,9.54,11.57,1024.0,31.54,0.0,0.0
2017-01-10 17:00:00,299.1822106,0,13.03,67.75,5.807,7.3,1024.0,18.8,0.0,0.0
2017-01-10 18:00:00,237.42196659999996,0,12.8,68.98,6.562,8.55,1024.0,0.5820000000000001,0.0,0.0
2017-01-10 19:00:00,193.5248497,0,12.52,68.97,9.85,13.84,1024.0,0.305,0.0,0.0
